sido_name,district,category_large,category_middle,store_name,latitude,longitude,store_category
광주광역시,서구,수리·개인,이용·미용,오땡큐블루커트,35.1344259751706,126.862473281404,other
광주광역시,광산구,수리·개인,자동차 수리·세차,정비대장,35.1816458638482,126.832048866025,other
광주광역시,서구,소매,섬유·의복·신발 소매,모다,35.1435601904184,126.873903291718,retail
광주광역시,서구,교육,기타 교육,큰소리내는사람들,35.1439647029663,126.856696116185,other
광주광역시,광산구,소매,철물·건설자재 소매,중앙상사,35.138705725805,126.797078847287,retail
광주광역시,광산구,소매,의약·화장품 소매,다솜,35.1695982626547,126.810031824328,retail
광주광역시,광산구,과학·기술,광고,피드마케팅,35.2240707987031,126.818384865476,other
광주광역시,광산구,시설관리·임대,산업용품 대여,아이포스,35.1360768125516,126.788329320757,other
광주광역시,북구,시설관리·임대,고용 알선,시에스엔터테인먼트,35.1726216025229,126.866964620764,other
광주광역시,동구,부동산,부동산 서비스,세운개발,35.1503943016965,126.932594997522,other
광주광역시,남구,음식,기타 간이,설렘담,35.1444401548548,126.910674580671,food
광주광역시,남구,음식,비알코올,온화명,35.1411711849499,126.914804074147,food
광주광역시,광산구,음식,구내식당·뷔페,송산유원지집단급식소,35.1632761370996,126.740117533416,food
광주광역시,광산구,보건의료,병원,슬기로운재활병원,35.1429214377931,126.795499186833,other
광주광역시,북구,보건의료,병원,광주미래병원,35.1808244035906,126.933020004107,other
광주광역시,광산구,소매,식물 소매,세컨드가든비,35.14721659802,126.777688635589,retail
광주광역시,북구,보건의료,기타 보건,첨단1에듀플렉스심리상담연구소,35.2073257044631,126.860692182345,other
광주광역시,남구,교육,일반 교육,광주효천1지구한우리독서토론논술교습소,35.1014317186131,126.875163696255,other
광주광역시,북구,수리·개인,장례식장,만민상조토탈,35.1792505107365,126.92366777193,other
광주광역시,북구,예술·스포츠,도서관·사적지,이지스터디센터문흥독서실,35.1859102304259,126.921630391315,other
광주광역시,서구,음식,구내식당·뷔페,세하동시내버스구내식당,35.1190300627841,126.83325255775,food
광주광역시,남구,보건의료,의원,복음내과의원,35.1260432060003,126.91049719074,other
광주광역시,서구,소매,식물 소매,별빛다육화분,35.1288133827908,126.882352166449,retail
광주광역시,북구,소매,기타 생활용품 소매,강진옹기,35.2368785421103,126.893874525451,retail
광주광역시,광산구,소매,중고 상품 소매,광주중고명품레드,35.1905548665318,126.815934119585,retail
광주광역시,서구,과학·기술,기술 서비스,다온기술사무소,35.1222282185457,126.860453245348,other
광주광역시,남구,수리·개인,이용·미용,연우,35.1311833711553,126.891367621913,other
광주광역시,동구,음식,비알코올,지유명차광주점,35.1364826906297,126.943162078257,food
광주광역시,서구,보건의료,의원,탑치과교정과치과의원,35.1594429450675,126.883701989588,other
광주광역시,서구,소매,의약·화장품 소매,대상의료기산업,35.1162249385525,126.860287964665,retail
광주광역시,광산구,소매,종합 소매,금영유통,35.1705352565218,126.809766194048,retail
광주광역시,남구,소매,의약·화장품 소매,효사랑약국,35.1368987455973,126.914830470584,retail
광주광역시,광산구,교육,기타 교육,대우한음음악교습소,35.2196176133454,126.830454924128,other
광주광역시,남구,교육,기타 교육,주니어그린섬미술학원,35.1239332489376,126.90946823578,other
광주광역시,남구,음식,한식,진고래아구찜해물찜,35.1349151082823,126.891472388952,food
광주광역시,북구,음식,한식,금광식당,35.1746462852445,126.881056674761,food
광주광역시,북구,소매,섬유·의복·신발 소매,천연염색공방솔롱고,35.175993676197,126.934011975507,retail
광주광역시,동구,과학·기술,법무관련,법률사무소법나루,35.1515031940895,126.932989168143,other
광주광역시,북구,예술·스포츠,유원지·오락,우리노래연습장,35.174105424121,126.926351121003,other
광주광역시,광산구,음식,한식,초록에보성녹돈,35.1562239497144,126.811204340745,food
광주광역시,광산구,소매,애완동물·용품 소매,아쿠아앤쥬,35.2019188763958,126.820575556159,retail
광주광역시,북구,과학·기술,본사·경영 컨설팅,사이파이랩,35.1847277273735,126.876331977322,other
광주광역시,북구,수리·개인,이용·미용,람스네일,35.2090968711968,126.864675740044,other
광주광역시,남구,음식,주점,카메,35.1224321282807,126.91521853484,food
광주광역시,서구,소매,오락용품 소매,동방컴퓨터,35.1229926363832,126.884499833772,retail
광주광역시,북구,음식,주점,펍,35.1829459322655,126.870471994875,food
광주광역시,서구,부동산,부동산 서비스,광천동부자공인중개사사무소,35.1661078276776,126.87843473827,other
광주광역시,북구,소매,가전·통신 소매,희재컴퍼니,35.1800408911945,126.895715980099,retail
광주광역시,동구,음식,한식,수작,35.1497787857248,126.945347705367,food
광주광역시,광산구,예술·스포츠,도서관·사적지,미르스터디카페,35.1946635504703,126.814958579838,cafe
광주광역시,남구,소매,의약·화장품 소매,굿모닝약국,35.1387853276375,126.895307758939,retail
광주광역시,북구,소매,가전·통신 소매,한국정보,35.1665615106577,126.913405526288,retail
광주광역시,북구,수리·개인,자동차 수리·세차,아트카게러지,35.2017049144829,126.901047184933,other
광주광역시,북구,수리·개인,자동차 수리·세차,안전카,35.1669495786259,126.902197946679,other
광주광역시,서구,수리·개인,모터사이클 수리,삼성오토바이,35.1529294409022,126.8692794345,other
광주광역시,동구,예술·스포츠,스포츠 서비스,나경인터내셔날,35.1487609119505,126.946840879643,other
광주광역시,서구,과학·기술,전문 디자인,바비샤인,35.1448429598636,126.838335608306,other
광주광역시,북구,수리·개인,이용·미용,한국헤어샵,35.1878529453634,126.915370228333,other
광주광역시,북구,부동산,부동산 서비스,두나미스개발,35.1616686174321,126.903444550744,other
광주광역시,북구,교육,일반 교육,앨리스영어교습소,35.1875779141279,126.921903276005,other
광주광역시,북구,교육,기타 교육,플라이드론,35.1843317387795,126.919919183263,other
광주광역시,광산구,소매,오락용품 소매,MBM엠비엠,35.1672907443052,126.804340289738,retail
광주광역시,광산구,부동산,부동산 서비스,대성공인중개사사무소,35.2197385479186,126.83983479562,other
광주광역시,동구,소매,장식품 소매,문랩핑,35.149984890611,126.912545140754,retail
광주광역시,북구,소매,시계·귀금속 소매,에코,35.1883760160958,126.892949468015,retail
광주광역시,남구,소매,연료 소매,서양새마을금고주유소,35.1457689187241,126.903814495265,retail
광주광역시,광산구,음식,한식,송정떡갈비,35.1389902982789,126.794784808116,food
광주광역시,동구,소매,기타 상품 소매,문수다한약방,35.1576208677246,126.928506185593,retail
광주광역시,서구,부동산,부동산 서비스,듀오디앤씨,35.1607545544027,126.888639243322,other
광주광역시,동구,과학·기술,법무관련,변호사김민표법률사무소,35.1510619439487,126.933746772243,other
광주광역시,광산구,소매,종합 소매,GS25신창원룸점,35.1952975509276,126.83583099252,retail
광주광역시,광산구,부동산,부동산 서비스,희망공인중개사사무소,35.1628947098711,126.811660899145,other
광주광역시,광산구,소매,의약·화장품 소매,썬약국,35.2084537660618,126.814652743216,retail
광주광역시,서구,소매,안경·정밀기기 소매,일신사무기,35.1517623767422,126.882681305367,retail
광주광역시,서구,소매,기타 생활용품 소매,개미,35.1500903672711,126.878129333123,retail
광주광역시,동구,시설관리·임대,기타 사업 서비스,광주영화영상인연대,35.1509718588008,126.918997098431,other
광주광역시,광산구,시설관리·임대,청소·방제,비비,35.1989847974052,126.843169833761,other
광주광역시,서구,예술·스포츠,유원지·오락,판도라노래연습장,35.1425145557363,126.873850037498,other
광주광역시,광산구,교육,기타 교육,동화평생교육원,35.1673420429292,126.808236893474,other
광주광역시,서구,부동산,부동산 서비스,삼능공인중개사사무소;삼능행정사,35.1384446548271,126.861248539635,other
광주광역시,서구,과학·기술,법무관련,드림행정사사무소,35.1661166428209,126.878237147379,other
광주광역시,북구,음식,기타 간이,현대떡방앗간,35.1657360935514,126.895415925983,food
광주광역시,동구,소매,섬유·의복·신발 소매,프라임픽,35.1482173288511,126.924629563835,retail
광주광역시,북구,예술·스포츠,유원지·오락,빙고노래홀,35.1864507940983,126.921245597486,other
광주광역시,북구,음식,한식,문흥황칠본가,35.1774634687029,126.935086639003,food
광주광역시,동구,과학·기술,전문 디자인,씬스웍,35.1486976023569,126.914873050009,other
광주광역시,북구,시설관리·임대,청소·방제,첨단환경,35.2112835129188,126.878224662025,other
광주광역시,서구,소매,섬유·의복·신발 소매,신세계광주빈폴레이디스,35.1596762714665,126.882637016697,retail
광주광역시,동구,수리·개인,세탁,해광크리닝,35.1631391927873,126.917481304432,other
광주광역시,북구,소매,종합 소매,GS25전대모아점,35.1704318833562,126.906068702542,retail
광주광역시,광산구,부동산,부동산 서비스,에이스부동산중개사무소,35.1392870392563,126.794367092275,other
광주광역시,광산구,음식,한식,백점만족,35.1821925718919,126.817435098522,food
광주광역시,서구,과학·기술,사진 촬영,꽃비사진관광주점꽃비카페,35.152486739343,126.876896592236,cafe
광주광역시,서구,음식,기타 간이,상영푸드주,35.1567801882177,126.847783665584,food
광주광역시,북구,소매,종합 소매,로제삼각,35.1950764359633,126.896816773762,retail
광주광역시,서구,음식,한식,상무냉삼,35.156347550663,126.847795446672,food
광주광역시,광산구,시설관리·임대,고용 알선,청호,35.1832126398341,126.795815504639,other
광주광역시,남구,소매,식물 소매,헤큐블룸,35.1343330338834,126.90688921218,retail
광주광역시,북구,수리·개인,욕탕·신체관리,칼라스사우나,35.2001987276545,126.863076275376,other
광주광역시,광산구,과학·기술,인쇄·제품제작,호남출력센터,35.1489838275469,126.768366715867,other
광주광역시,북구,과학·기술,광고,고애드,35.1628206845775,126.90136870574,other
광주광역시,북구,수리·개인,가전제품 수리,신세계냉동서비스,35.186928740084,126.908728682915,other
광주광역시,동구,소매,식료품 소매,원조토굴젓갈,35.1389672130305,126.921258436777,retail
광주광역시,동구,음식,비알코올,또봄,35.1331137613679,126.93007468259,food
광주광역시,북구,음식,한식,경진개발,35.229909605973,126.849866196499,food
광주광역시,동구,보건의료,의원,오영미신경과의원,35.1615644307409,126.93682249536,other
광주광역시,동구,소매,식료품 소매,정관장홍삼대인점,35.1533046973566,126.9165144756,retail
광주광역시,북구,소매,의약·화장품 소매,우리코스,35.1640391201508,126.915405880766,retail
광주광역시,광산구,음식,기타 간이,김밥과토스트,35.2146091116141,126.846204063744,food
광주광역시,남구,과학·기술,사진 촬영,베베아르,35.1267168374008,126.907314789047,other
광주광역시,북구,음식,비알코올,안전가옥커피,35.1751061390561,126.913067133965,cafe
광주광역시,광산구,예술·스포츠,유원지·오락,땡큐노래연습장,35.1968051606835,126.837573884741,other
광주광역시,북구,교육,기타 교육,더좋은교육,35.171603539338,126.885034881854,other
광주광역시,동구,음식,한식,다시식당,35.1541080453834,126.918181844992,food
광주광역시,광산구,부동산,부동산 서비스,무영공인중개사사무소,35.1859481436848,126.834093125367,other
광주광역시,서구,소매,오락용품 소매,길벗자전거,35.1706006524112,126.873598107767,retail
광주광역시,광산구,음식,동남아시아,미스사이공,35.1630278926099,126.810365410431,food
광주광역시,북구,음식,한식,고은님,35.2139137523618,126.876540339451,food
광주광역시,광산구,음식,기타 간이,노랑통닭선운점,35.1481878711845,126.771661205314,food
광주광역시,북구,수리·개인,이용·미용,빨강머리,35.1873159874828,126.92108007177,other
광주광역시,광산구,과학·기술,사진 촬영,부흥사진관,35.1373645137259,126.792824780703,other
광주광역시,북구,음식,한식,바른보쌈1990,35.17845950671,126.927225450517,food
광주광역시,북구,예술·스포츠,유원지·오락,와우노래연습장,35.2100680741716,126.87961026621,other
광주광역시,동구,수리·개인,기타 가정용품 수리,현대수선,35.1534138462303,126.932570557593,other
광주광역시,동구,소매,의약·화장품 소매,광주보청기난청이명센터,35.1434826767915,126.9207054128,retail
광주광역시,동구,시설관리·임대,기타 사업 서비스,누리커뮤니케이션,35.1497484248597,126.922696666559,other
광주광역시,북구,부동산,부동산 서비스,두암공인중개사사무소,35.1704071134145,126.937507215195,other
광주광역시,서구,과학·기술,회계·세무,김원천세무회계사무소,35.1514701356479,126.861961727767,other
광주광역시,서구,예술·스포츠,유원지·오락,시티,35.1594484384311,126.847965281046,other
광주광역시,북구,숙박,일반 숙박,스카이모텔,35.1657811941851,126.918993393095,accommodation
광주광역시,서구,소매,의약·화장품 소매,세이프존,35.1455674065695,126.863003230588,retail
광주광역시,서구,수리·개인,이용·미용,머리하는풍경,35.1447716178479,126.886674782816,other
광주광역시,동구,과학·기술,기술 서비스,플랜팜,35.1505777115367,126.90971309587,other
광주광역시,북구,부동산,부동산 서비스,태산공인중개사사무소,35.2386167042408,126.89224628833,other
광주광역시,남구,소매,종합 소매,지에스25진월한신점,35.120020589607,126.897240614187,retail
광주광역시,동구,음식,기타 간이,노랑통닭,35.1579099052578,126.915445152744,food
광주광역시,서구,소매,종합 소매,화정마트,35.1387062378147,126.869532605403,retail
광주광역시,서구,소매,가구 소매,꿈꾸는요셉,35.1577463295582,126.88157517298,retail
광주광역시,광산구,소매,가전·통신 소매,케이엠시스템,35.2092771706278,126.835572228893,retail
광주광역시,서구,부동산,부동산 서비스,수복공인중개사,35.1383981608342,126.860008690052,other
광주광역시,남구,음식,기타 간이,아주커,35.1274884332392,126.914719583784,food
광주광역시,동구,음식,기타 간이,롯데리아,35.1487885956491,126.916102067879,food
광주광역시,남구,음식,한식,천하찜천국,35.1436304708079,126.890571965783,food
광주광역시,북구,교육,기타 교육,김태훈무용학원,35.1685296919186,126.894709829639,other
광주광역시,광산구,소매,의약·화장품 소매,새미브로우,35.1893501190412,126.824061782408,retail
광주광역시,동구,소매,가구 소매,수목토메덱스힐링,35.1369239605834,126.925759181775,retail
광주광역시,북구,예술·스포츠,유원지·오락,아이센스리그PC방광주,35.1620327978977,126.936174549172,other
광주광역시,서구,수리·개인,욕탕·신체관리,바른자세교정,35.1574487988104,126.849066538886,other
광주광역시,광산구,수리·개인,자동차 수리·세차,한양모터스,35.2130488766138,126.819441803372,other
광주광역시,서구,교육,기타 교육,이영이에어로빅째즈댄스,35.1228196389436,126.882689907183,other
광주광역시,남구,교육,기타 교육,이다혜,35.1348211752507,126.897463412943,other
광주광역시,서구,예술·스포츠,유원지·오락,피씨그라운드,35.1605749291126,126.879880800396,other
광주광역시,서구,소매,종합 소매,엠세이컴퍼니,35.1474963562563,126.847921668951,retail
광주광역시,남구,소매,종합 소매,이마트24광주돌고개역점,35.1513414763764,126.895522144399,retail
광주광역시,서구,소매,가전·통신 소매,비엠오,35.1605256474032,126.859224435155,retail
광주광역시,북구,소매,자동차 부품 소매,구억상사,35.1607731789897,126.911183568047,retail
광주광역시,서구,과학·기술,기타 전문 과학,가원,35.1228648040135,126.857544915008,other
광주광역시,동구,부동산,부동산 서비스,탱크온공인중개사사무소,35.1322830054407,126.9275189154,other
광주광역시,서구,과학·기술,수의,마루동물병원,35.1324451006986,126.8565297776,other
광주광역시,북구,음식,한식,남일회관,35.1822614355773,126.899511779365,food
광주광역시,북구,소매,섬유·의복·신발 소매,옷사랑,35.1725589815344,126.918360958425,retail
광주광역시,북구,과학·기술,기술 서비스,제이케이이엔지,35.2512355327251,126.928786696177,other
광주광역시,동구,소매,식료품 소매,순창식품,35.1540357584639,126.917918519166,retail
광주광역시,서구,부동산,부동산 서비스,골든부동산중개,35.1573188437977,126.860986017144,other
광주광역시,광산구,음식,한식,도산골옆집,35.1284559913742,126.791037051937,food
광주광역시,서구,시설관리·임대,여행사·보조,청년트레블,35.1521035586409,126.848922765266,other
광주광역시,광산구,숙박,일반 숙박,송정,35.1382930052544,126.792877292356,accommodation
광주광역시,남구,숙박,일반 숙박,월산빌,35.1484910267887,126.903811292348,accommodation
광주광역시,북구,음식,기타 간이,도쿄990,35.1744756761172,126.913748420673,food
광주광역시,광산구,소매,기타 생활용품 소매,한아름수족관,35.1716672779184,126.813188467818,retail
광주광역시,남구,교육,기타 교육,애드보이스보컬음악교습소,35.1349151082823,126.891472388952,other
광주광역시,남구,수리·개인,이용·미용,지웰피부샵,35.126864411883,126.911812845641,other
광주광역시,북구,음식,한식,돈구이불붙었네,35.1742353078458,126.875711165567,food
광주광역시,남구,소매,연료 소매,유창석유,35.132414550077,126.921637794308,retail
광주광역시,광산구,부동산,부동산 서비스,황금공인중개사사무소,35.2128466529183,126.842451261956,other
광주광역시,광산구,교육,기타 교육,백제간호전문학원,35.1409280109936,126.794659240423,other
광주광역시,북구,과학·기술,본사·경영 컨설팅,알제이퓨처스,35.1730288870257,126.920160794852,other
광주광역시,서구,수리·개인,자동차 수리·세차,명성광택,35.1162249385525,126.860287964665,other
광주광역시,남구,음식,비알코올,신부넷해담헌,35.1445399485022,126.91155236357,food
광주광역시,남구,소매,가전·통신 소매,태인정보통신,35.1337462407767,126.894765599603,retail
광주광역시,광산구,소매,기타 상품 소매,캠핑고래,35.2052060522334,126.851855455747,retail
광주광역시,동구,음식,비알코올,갈매나무,35.1513287109734,126.927392284449,food
광주광역시,북구,숙박,일반 숙박,성애,35.1647430571203,126.904461718791,accommodation
광주광역시,북구,소매,식물 소매,화이트윗치,35.1721635233114,126.877020623786,retail
광주광역시,동구,소매,안경·정밀기기 소매,아이팩토리,35.1454794669652,126.914481345172,retail
광주광역시,광산구,교육,기타 교육,포유언어심리발달센터,35.1933522597032,126.82415197634,other
광주광역시,북구,음식,한식,숯과돼지한마리,35.1730964590669,126.881574873607,food
광주광역시,북구,과학·기술,본사·경영 컨설팅,경영컨설팅업,35.2013797207823,126.8632719564,other
광주광역시,동구,과학·기술,법무관련,변호사서성일법률사무소,35.1491693558842,126.934242148525,other
광주광역시,광산구,소매,섬유·의복·신발 소매,이쁜이,35.1690853850401,126.810603817504,retail
광주광역시,서구,음식,한식,목사골나주곰탕,35.1419288461931,126.857731173852,food
광주광역시,광산구,과학·기술,수의,하남동물병원,35.1723800849934,126.807895743747,other
광주광역시,동구,음식,기타 간이,굽네치킨,35.1322052390922,126.933367058059,food
광주광역시,광산구,소매,기타 상품 소매,마리텔,35.1901766662233,126.816176527395,retail
광주광역시,서구,교육,교육 지원,한국유아체육지도자협회,35.1371498060816,126.872278251654,other
광주광역시,광산구,음식,비알코올,놀숲광주,35.1900179786287,126.824653249107,food
광주광역시,광산구,수리·개인,이용·미용,그리고채우다,35.1844625460385,126.835292855851,other
광주광역시,동구,수리·개인,가전제품 수리,동일전기,35.1497048321393,126.911667492986,other
광주광역시,광산구,음식,한식,갈구남,35.2166580111133,126.848451783418,food
광주광역시,광산구,소매,섬유·의복·신발 소매,톰보이,35.1898130637857,126.820141024691,retail
광주광역시,광산구,수리·개인,이용·미용,벨르제이,35.1516516730273,126.809678460448,other
광주광역시,광산구,수리·개인,이용·미용,하이봄네일,35.1699945019921,126.804147203256,other
광주광역시,북구,수리·개인,이용·미용,헤어그램,35.1766110484159,126.912571523793,other
광주광역시,서구,시설관리·임대,가정용품 대여,광주남부코웨이물류,35.1063958845745,126.822638827694,other
광주광역시,광산구,과학·기술,본사·경영 컨설팅,업소명없음,35.2025374145998,126.801093140304,other
광주광역시,남구,음식,주점,와인에빠지다,35.1258084777421,126.909992775276,food
광주광역시,서구,음식,한식,꽃마름풍암점,35.1265652240608,126.87853741011,food
광주광역시,광산구,수리·개인,이용·미용,졸리망헤어모드,35.213635934256,126.846425557793,other
광주광역시,광산구,수리·개인,이용·미용,하라고헤어,35.2159844135092,126.8432689429,other
광주광역시,북구,수리·개인,욕탕·신체관리,자연바디피부샵,35.1818170977765,126.896339494728,other
광주광역시,서구,음식,한식,한우장터,35.1160310758122,126.848956473933,food
광주광역시,북구,과학·기술,기술 서비스,건축사사무소토형,35.2002610922341,126.89903938796,other
광주광역시,광산구,과학·기술,전문 디자인,조은인테리어,35.153052265369,126.784828312784,other
광주광역시,남구,부동산,부동산 서비스,골드탑공인중개사사무소,35.1301167758034,126.898314132156,other
광주광역시,북구,음식,한식,수림갈비홈서비스,35.169892685085,126.908176916967,food
광주광역시,남구,소매,의약·화장품 소매,매직아이,35.1414149689899,126.892637897693,retail
광주광역시,서구,부동산,부동산 서비스,삼삼공인중개사사무소,35.1561752157956,126.898402445112,other
광주광역시,북구,소매,장식품 소매,공예사랑,35.1560209094781,126.908357134101,retail
광주광역시,광산구,음식,한식,생돼지고기김치찌개,35.1403048641967,126.793947556336,food
광주광역시,서구,수리·개인,기타 가정용품 수리,명품수선실,35.1336461673508,126.87482926958,other
광주광역시,남구,교육,기타 교육,명바이올린교습소,35.1185515331019,126.897439921813,other
광주광역시,남구,소매,안경·정밀기기 소매,안경나라서동점,35.1434997124064,126.906659303764,retail
광주광역시,광산구,교육,기타 교육,아이퍼스트태권도스포츠스쿨,35.1835058687114,126.809834784177,other
광주광역시,북구,과학·기술,기술 서비스,건축사사무소지.에이,35.1991997808503,126.901818892909,other
광주광역시,북구,음식,한식,태봉골식육식당,35.1930334334768,126.900486731931,food
광주광역시,북구,음식,기타 간이,라라유니버스,35.2184948484297,126.878752088033,food
광주광역시,북구,과학·기술,본사·경영 컨설팅,에이디경영컨설팅,35.2226889865775,126.849209462821,other
광주광역시,동구,소매,기타 생활용품 소매,보름기업,35.1574526575474,126.933873295884,retail
광주광역시,동구,음식,한식,대풍쪽갈비,35.1480920641991,126.926133134772,food
광주광역시,광산구,소매,식물 소매,로맨틱블룸,35.1820776703125,126.818950413037,retail
광주광역시,광산구,예술·스포츠,스포츠 서비스,콜롬버스스크린,35.1628947098711,126.811660899145,other
광주광역시,동구,소매,종합 소매,우리동네,35.1325915614897,126.931106501505,retail
광주광역시,남구,교육,기타 교육,마음숲아트,35.102643696101,126.888674459021,other
광주광역시,북구,소매,종합 소매,롯데쇼핑롯데슈퍼주,35.1865955364518,126.922057926108,retail
광주광역시,동구,과학·기술,법무관련,박종효법무사무소,35.150681997273,126.931277823206,other
광주광역시,광산구,예술·스포츠,유원지·오락,신가리양어장낚시터,35.1723477426996,126.828379592089,other
광주광역시,광산구,수리·개인,자동차 수리·세차,오토캐슬,35.2038984165131,126.837285222049,other
광주광역시,광산구,시설관리·임대,산업용품 대여,세기렌탈,35.217204311107,126.825737077165,other
광주광역시,서구,소매,기타 생활용품 소매,안성그릇,35.1536018320861,126.903926001168,retail
광주광역시,광산구,소매,섬유·의복·신발 소매,트라이,35.1850246630388,126.818658421326,retail
광주광역시,북구,음식,한식,홍어일번지,35.1637713213203,126.93412063527,food
광주광역시,남구,음식,기타 간이,그린정보통신,35.1393890729907,126.906104375403,food
광주광역시,광산구,교육,일반 교육,공감과학학원,35.1910276822864,126.824782838406,other
광주광역시,광산구,수리·개인,자동차 수리·세차,신가카맨샵,35.1863193314068,126.835289109391,other
광주광역시,서구,교육,교육 지원,정선주심리상담연구소부설부모교육센터,35.1510115562384,126.847838307276,other
광주광역시,남구,부동산,부동산 서비스,바른공인중개사사무소,35.1348379872638,126.896036986931,other
광주광역시,서구,과학·기술,회계·세무,문세무회계,35.1574780954741,126.850888397527,other
광주광역시,북구,소매,연료 소매,레드카펫주유소,35.1714090851295,126.899492201652,retail
광주광역시,북구,숙박,일반 숙박,동완장여관,35.1819943063781,126.929736418124,accommodation
광주광역시,남구,음식,기타 간이,난타5000,35.1293455701593,126.892467223384,food
광주광역시,동구,과학·기술,본사·경영 컨설팅,이호원,35.1546580818376,126.918488594565,other
광주광역시,광산구,음식,한식,고기판,35.1801571334189,126.818515535051,food
광주광역시,서구,수리·개인,장례식장,남명,35.1464723825067,126.866239015313,other
광주광역시,북구,과학·기술,전문 디자인,더디자인이엔지,35.1627051747916,126.929599345756,other
광주광역시,광산구,부동산,부동산 서비스,명장공인중개사사무소,35.2056981350585,126.816295301421,other
광주광역시,북구,수리·개인,자동차 수리·세차,광주썬팅,35.1628402827879,126.92943458771,other
광주광역시,북구,소매,의약·화장품 소매,서광약국,35.1757747190974,126.929346567589,retail
광주광역시,동구,음식,구내식당·뷔페,도이앤빵쇼핑,35.1338914600549,126.954256796749,food
광주광역시,동구,소매,가전·통신 소매,서울A.V,35.1534559287854,126.913660861013,retail
광주광역시,동구,소매,식료품 소매,영총상회,35.1389672130305,126.921258436777,retail
광주광역시,광산구,수리·개인,이용·미용,제이뷰티,35.2130039007161,126.845570086138,other
광주광역시,서구,과학·기술,회계·세무,대주회계법인광주분사무소,35.1527503435359,126.879091144684,other
광주광역시,서구,소매,중고 상품 소매,은성,35.1407735942544,126.881457109271,retail
광주광역시,남구,과학·기술,전문 디자인,모리아,35.1161380930132,126.900097647149,other
광주광역시,서구,수리·개인,이용·미용,압구정헤어뱅크,35.164775991723,126.880621016369,other
광주광역시,북구,과학·기술,본사·경영 컨설팅,샘터에너지,35.1800134071485,126.933426870833,other
광주광역시,서구,소매,기타 생활용품 소매,현화전기,35.1303396039724,126.838002210232,retail
광주광역시,북구,소매,종합 소매,해피1000,35.166240154825,126.932505089212,retail
광주광역시,북구,수리·개인,이용·미용,루헤어,35.1771358449824,126.873939289072,other
광주광역시,북구,수리·개인,자동차 수리·세차,문화자동차공업사유,35.1878020772386,126.935188212731,other
광주광역시,남구,수리·개인,이용·미용,민헤어,35.1271475875822,126.904856726439,other
광주광역시,북구,음식,한식,큰뼈,35.185973693347,126.922201249688,food
광주광역시,광산구,소매,시계·귀금속 소매,태현보석,35.1904208212302,126.829022344824,retail
광주광역시,동구,음식,중식,대성각,35.1617772450365,126.916176540233,food
광주광역시,북구,음식,한식,고을나주곰탕,35.1771951053783,126.898661727794,food
광주광역시,북구,음식,한식,한우프라자,35.2211135408787,126.94869396633,food
광주광역시,북구,시설관리·임대,산업용품 대여,와이정보시스템,35.1876439812095,126.926657311261,other
광주광역시,북구,교육,일반 교육,현쌤수학전문학원,35.1887128719108,126.935988999363,other
광주광역시,광산구,음식,일식,쇼부라멘,35.1909479346874,126.838749409152,food
광주광역시,남구,소매,종합 소매,서광상회,35.1472678128411,126.907192728213,retail
광주광역시,서구,교육,기타 교육,크리스탈댄스스튜디오,35.1239917873511,126.865683350283,other
광주광역시,광산구,소매,가전·통신 소매,폰사랑,35.1737298473902,126.818101694575,retail
광주광역시,광산구,음식,비알코올,큰대문집,35.1076679471001,126.779397510344,food
광주광역시,서구,부동산,부동산 서비스,태흥부동산중개인사무소,35.1549453475252,126.893717630067,other
광주광역시,광산구,과학·기술,광고,에스케이텔레콤서부Marketing본부주,35.1619999188766,126.810093396984,other
광주광역시,서구,소매,기타 상품 소매,광천당한약방,35.1436502693013,126.873848285163,retail
광주광역시,북구,수리·개인,세탁,광성세탁소,35.1646851434396,126.899720001794,other
광주광역시,광산구,소매,오락용품 소매,비아종합문구,35.2220699486433,126.824595318238,retail
광주광역시,광산구,소매,식료품 소매,금정청과과수원,35.1710315002,126.810083376774,retail
광주광역시,서구,수리·개인,세탁,으뜸사,35.1559452181698,126.892991967921,other
광주광역시,남구,교육,기타 교육,더블유패션슈즈스튜디오,35.151196412734,126.894545595678,other
광주광역시,북구,음식,비알코올,코랑커피,35.206947137488,126.860692828906,cafe
광주광역시,북구,음식,비알코올,러브-휴,35.160298622896,126.90353397583,food
광주광역시,광산구,소매,가전·통신 소매,명진정보통신,35.1491482476543,126.769507571104,retail
광주광역시,광산구,음식,한식,본죽&비빔밥,35.1849683162569,126.836038412163,food
광주광역시,서구,소매,식료품 소매,리파인드하야로비,35.1511044635804,126.892482502959,retail
광주광역시,동구,과학·기술,법무관련,변호사박영국법률사무소,35.1534116455986,126.914769366688,other
광주광역시,동구,과학·기술,법무관련,이병직법무사,35.1503943016965,126.932594997522,other
광주광역시,광산구,소매,의약·화장품 소매,신창우리들약국,35.1961839052084,126.838080228045,retail
광주광역시,동구,숙박,일반 숙박,송학여인숙,35.1410581221624,126.920872361873,accommodation
광주광역시,광산구,소매,종합 소매,첨단마트에프엠마트,35.2158732006829,126.840929728438,retail
광주광역시,광산구,시설관리·임대,청소·방제,다케어플러스,35.1670264394761,126.813934517431,other
광주광역시,동구,음식,한식,한우방,35.1324288076784,126.930217904504,food
광주광역시,동구,음식,기타 간이,광주춤추는찹쌀도너츠,35.1493135975719,126.919360893342,food
광주광역시,광산구,수리·개인,이용·미용,예쁘재헤어샵,35.1756385462981,126.810797198429,other
